text,label
şeklin,şəklin
bilməmiş,bilməmiş
ilinkidi,ilinki di
interfeys,interfeys
Paylaşıram,paylaşıram
donun,donun
rehberliye,rəhbərliyə
şəkillərdən,şəkillərdən
Uzerinde,üzərində
çatdırmalıyıq,çatdırmalıyıq
Tebrikleer,təbriklər
yazılanda,yazılanda
hisseside,hissəsidə
bilresiz,bilərsiniz
almadım,almadım
Çoxh,çox
söhbətdir,söhbətdir
cevapları,cavabları
məlumatım,məlumatım
sexim,sexim
bişirir,bişirir
müəyyən,müəyyən
sınağdır,sınaqdır
hesablanandan,hesablanandan
yazmadin,yazmadın
sağolun,sağ olun
qığılcımda,qığılcımda
Xalcalari,xalçaları
yanlışlıq,yanlışlıq
Alt,alt
gəlməzdi,gəlməzdi
imish,imiş
işlənib,işlənib
Otenden,ötəndən
yazmalısınız,yazmalısınız
İstəyirsiniz,istəyirsiniz
kreditdir,kreditdir
DILI,dili
sualdayığ,sualdayıq
tikib,tikib
artmaq,artmaq
məlumata,məlumata
donmelisizni,dönməlisiniz
istediyinizdir,istədiyinizdir
polkovnik,polkovnik
Yusifin,Yusifin
bilə-bilmərik,bilə-bilmərik
topladım,topladım
yardimlar,yardımlar
qutab,qutab
vadar,vadar
güvənilir,güvənilir
yaşıl,yaşıl
yazaraq,yazaraq
ilde,ildə
olmadım,olmadım
Birda,burda
Pensiya,pensiya
yax,yaz
neyliyir,neyləyir
getdiyi,getdiyi
Abiyev,Əbiyev
amaki,amma ki
geler,gələr
parelel,paralel
texnikası,texnikası
gulleri,gülləri
paylaşılanda,paylaşılanda
13-25,13-25
mərkəzindən,mərkəzindən
necəsinz,necəsiniz
səhifələrindən,səhifələrindən
tüstü,tüstü
nələrə,nələrə
Vəsait,vəsait
60mətn,60 mətn
duşer,düşər
Görünüşe,görünüş
deyisikliklerin,dəyişikliklərin
evdə,evdə
nisbəti,nisbəti
salmır,salmır
tozsoranla,tozsoranla
Fergi,fərqi
vesaitlerinin,vəsaitlərinin
verirsiniz,verirsiniz
gozleyir,gözləyir
uğurla,uğurla
bızı,bizi
kütleye,kütləyə
fenine,fəninə
bərabər,bərabər
qebulda,qəbulda
sevməsəydim,sevməsəydim
hidravlik,hidravlik
calisdig,çalışdıq
kəsilmişəm,kəsilmişəm
dillərdən,dillərdən
İsim,isim
terim,tərim
isdeyirdimki,istəyirdim ki
oxuyumda,oxuyum da
aslanin,Aslanın
Təbriklə,təbriklər
ozu,özü
qiymetler,qiymətlər
sağola,sağola
Əlbət,əlbət
keçirik,keçirik
İstirak,iştirak
ödəmisiniz,ödəmisiniz
Tir,tır
məsələlərdir,məsələlərdir
yaxwidi,yaxşıdır
Qəşəy,qəşəng
qayitmadan,qayıtmadan
sulara,sulara
hərrac,hərrac
Salamlayıram,salamlayıram
dincəlim,dincəlim
xətrinə,xətrinə
elmlər,elmlər
quiz,quiz
Başqasının,başqasının
heçkim,heçkim
oxudum,oxudum
görməmşəm,görməmişəm
cütlüylərə,cütlüklərə
sorushmali,soruşmalı
menasini,mənasını
Soruşuram,soruşuram
yoldakinin,yoldakının
riyaziyyatinin,riyaziyyatının
Məni,məni
ferqleri,fərqləri
bir-biri,bir-biri
Riyaziyyatdan,riyaziyyatdan
qurasdirilanda,quraşdırılanda
Toplunu,toplunu
səbəbilə,səbəbilə
movzulardi,mövzulardı
Qatılmaq,qatılmaq
sürüyənlər,sürüyənlər
qıraqda,qıraqda
səni,səni
yanaşı,yanaşı
Məzunam,məzunam
aydindi,aydındır
metinler,mətinlər
bölüşməyi,bölüşməyi
qarabağ,Qarabağ
hüseynovun,Hüseynovun
onlara,onlara
Cəhd,cəhd
isteyirsense,istəyirsənsə
Komputer,kompüter
Mais,maaş
27mart,27 mart
maasimda,maaşımda
Cann,can
regionlarda,regionlarda
şərtlərə,şərtlərə
burdadı,burdadır
Tamamm,tamam
Deleduzlarimiz,dələduzlarımız
testlerde,testlərdə
Məqsədi,məqsədi
çekisini,çəkisini
Mawinda,maşında
90dır,90-dır
Zeka,Zəka
muddetinde,müddətində
1tərəfli,1tərəfli
Zonadan,zonadan
dədə,dədə
kanalın,kanalın
sinirimi,sinirimi
deyildik,deyildik
oxuyib,oxuyub
şərəfsizin,şərəfsizin
goturdum,götürdüm
peşman,peşman
28də,28-də
parçasıyıq,parçasıyıq
atırdı,atırdı
Riyaziiyat,riyaziyyat
meselelerdi,məsələlərdir
aslanovda,Aslanovda
ötəsi,ötəsi
deirlər,deyirlər
sinaq,sınaq
yaratmadı,yaratmadı
uzu,üzü
baxmir,baxmır
şüşələrdən,şüşələrdən
Yoxxx,yox
yaranmasına,yaranmasına
düşürsüz,düşürsünüz
yaşı,yaşı
təşəkkürümüzü,təşəkkürümüzü
respublikası,respublikası
qayıdıram,qayıdıram
gözləməkdənsə,gözləməkdənsə
məhəbbət,məhəbbət
Xanimin,xanımın
yazsinda,yazsın da
Hərbidə,hərbidə
buraxirlarki,buraxırlar ki
edəsiyəm,edəsiyəm
acardiz,açardız
proqnoz,praqnoz
riyaziyyatı,riyaziyyatı
anlıyaq,anlayaq
vəzirov,Vəzirov
saxlasaq,saxlasaq
maraqlidi,maraqlıdır
Səhvi,səhvi
düşməyəcək,düşməyəcək
hesablanib,hesablanıb
gözümdən,gözümdən
paylasiram,paylaşıram
Əvvəllər,əvvəllər
vaxdın,vaxtın
monitorlar,monitorlar
satıcı,satıcı
tesirini,təsirini
olacaa,olacaq
silmesez,silməsəniz
Tapdınız,tapdınız
İllərlə,illərlə
Onceden,öncədən
bölməsinə,bölməsinə
cavablaridi,cavablarıdı
anami,anamı
qiymətə,qiymətə
Optima,optima
təzədən,təzədən
qebulu,qəbulu
bıler,bilər
subakalavr,subakalavr
Tapsan,tapsan
düşməyə,düşməyə
saytında,saytında
siradan,sıradan
ödəsə,ödəsə
bəhanə,bəhanə
hamidan,hamıdan
gencliye,gəncliyə
göndererdiz,göndərərdiniz
bagishladim,bagışladım
bizdədə,bizdədə
YOXDU,yoxdur
demədimki,demədim ki
fızıka,fizika
Iazmdı,Iazımdır
mühəndisliyi,mühəndisliyi
düşməzdi,düşməzdi
müddətdə,müddətdə
sence,səncə
yazılsa,yazılsa
hazırlayırıq,hazırlayırıq
forması,forması
evləndilər,evləndilər
hissiyatsız,hissiyatsız
tanıdım,tanıdım
aradakı,aradakı
Kitaba,kitaba
öyrətməkdi,öyrətməkdir
Satilib,satılıb
tutulduqdan,tutulduqdan
yarımfinal,yarımfinal
Xəlilov,Xəlilov
oglan,oğlan
Sexiye,şəxsiyə
Açıqlanmayıb,açıqlanmayıb
nömrəsiylə,nömrəsiylə
Açıqları,açıqları
xalqlara,xalqlara
illərdəki,illərdəki
Harada,harada
teyinatli,təyinatlı
orfoqrafiya,orfoqrafiya
hissəsinin,hissəsinin
Africa,Afrika
aslıdı,asılıdır
hem,həm
paylaşılmışdı,paylaşılmışdı
teqdım,təqdim
nüansların,nüansların
awagi,aşağı
isdismara,istismara
sigortasi,sığortası
Adamına,adamına
kecirdik,keçirdik
əfəndi,əfəndi
Kepez,kəpəz
Sarayda,sarayda
elçiləri,elçiləri
çıxcaq,çıxacaq
Ramel,Ramil
keçmişini,keçmişini
mövzuslari,mövzuları
Telefondan,telefondan
gozleyerik,gözləyərik
deyishmek,dəyişmək
26yashim,26 yaşım
verenlerin,verənlərin
bielr,bilər
təklikdən,təklikdən
Burdakl,buradakı
oldunuz,oldunuz
Anamın,anamın
kamilin,Kamilin
Amerikalı,amerikalı
təhlükəsizlik,təhlükəsizlik
yarandı,yarandı
Dörd,dörd
evlenmeliyem,evlənməliyəm
satılmır,satılmır
öyrənməsən,öyrənməsən
demmekki,demek ki
ID,ID
oğrunu,oğrunu
seyfe,səhifə
istehsalı,istehsalı
işıqlari,işıqları
erinnen,ərindən
Kök,kök
Pərviz,Pərviz
səhvlərinizə,səhvlərinizə
Seferelidir,sərfəlidir
bitməsi,bitməsi
prablemlidi,problemlidir
gedende,gedəndə
olacagina,olacağına
səbəbsiz,səbəbsiz
götürürem,götürürəm
istirdim,istəyirdim
halaldı,halaldır
soyqırımı,soyqırımı
kinni,kinli
olmuşuq,olmuşuq
axdardigim,axtardığım
İnternetdə,internetdə
qismi,qismi
gozleyin,gözləyin
yandirmamiwdi,yandırmamışdır
Kıtabda,kitabda
kanaldadır,kanaldadır
Botu,botu
adice,adicə
riyazyyat,riyaziyyat
olmayanı,olmayanı
kitabının,kitabının
bilmit,bilmir
buraxiliwina,buraxılışına
müdür,müdür
düzəlmir,düzəlmir
baqlayiram,bağlayıram
dukanlarina,dükanlarına
yoruluramda,yoruluram da
Python,Python
yaxinliginda,yaxınlığında
aprele,aprelə
ilkin,ilkin
yoxladibsa,yoxladıbsa
Jurnalin,jurnalın
Çixmayib,çıxmayıb
eseblewme,əsəbləşmə
düşecem,düşəcəm
Eliyeva,Əliyeva
balinda,balın da
əmlak,əmlak
bir-birimizi,bir-birimizi
BİZİ,bizi
Önəmsiz,önəmsiz
girirəm,girirəm
gecə,gecə
telegramdan,telegramdan
cəhd,cəhd
mənnn,mən
qiymətidir,qiymətidir
tapwiriqlari,tapşırıqları
artıq,artıq
sehvi,səhvi
kitablari,kitabları
bele,belə
nömrənizi,nömrənizi
agriyacaq,ağrıyacaq
shirket,şirkət
Qutardin,qurtardın
xidmətindən,xidmətindən
Araşdirmaq,araşdırmaq
Yaxsidi,yaxşıdı
nömrən,nömrən
qoyduqları,qoyduqları
Çatmadı,çatmadı
axırlarındadı,axırlarındadır
fotostudiya,fotostudio
biodan,biodan
yaşayıram,yaşayıram
nəzərində,nəzərində
cavanları,cavanları
cokub,çöküb
götürürlər,götürürlər
qalirsiz,qalırsınız
işləriylə,işləriylə
Oradan,oradan
psixoterapeft,psixoterapevt
duyram,duyuram
yağının,yağının
duseceksen,düşəcəksən
toplular,toplular
udmuşuq,udmuşuq
Neemm,nəm
modu,modu
pozmurki,pozmur ki
kallecə,kollecə
canima,canıma
bildirerdiniz,bildirərdiniz
Necəfin,Nəcəfin
Polislə,polislə
Yooooo,yox
gedebilmez,gedə bilməz
Hüseynovanin,Hüseynovanın
Dostda,dost da
oxwari,oxşarı
ailəmizlə,ailəmizlə
şeylerle,şeylərlə
etməzlər,etməzlər
qoturunde,götürün də
sinaqi,sinaqı
kinolarda,kinolarda
kəsb,kəsb
Utandim,utandım
itire,itirə
oxuyarkəndə,oxuyarkən də
işə,işə
göndərilmir,göndərilmir
dərdinə,dərdinə
ciddiyətini,ciddiyətini
ballıq,ballıq
sürətlərinə,sürətlərinə
yarımçıqdı,yarımçıqdır
bildim,bildim
xoşlayan,xoşlayan
Bilirsinizsə,bilirsinizsə
qonşulardan,qonşulardan
qalmasını,qalmasını
vitamin,vitamin
Necesiz,necəsiniz
verənlərin,verənlərin
edəcəksənsə,edəcəksənsə
təşəkkürlərimi,təşəkkürlərimi
Menasizliq,mənasızlıq
isterdik,istərdik
mümkündürsə,mümkündürsə
Bizə,bizə
eləsin,eləsin
Gel,gəl
29mart,29 mart
secilib,seçilib
munasibetde,münasibətdə
vesaitin,vəsaitin
saxlayir,saxlayır
Məndədə,məndə də
düşündüyüm,düşündüyüm
düşərgələrdə,düşərgələrdə
sirrimizi,sirrimizi
mahiyətini,mahiyyətini
İngils,İngilis
olardım,olardım
Fransa,Fransa
Balaların,balaların
Hazırlıq,hazırlıq
Video,video
rengle,rənglə
Yaddan,yaddan
20-ci,20-ci
hallandı,hallandı
firrada,fırrada
gorushende,görüşəndə
dinlemek,dinləmək
siradsini,sırasını
protokolu,protokolu
hissidi,hissi idi
röyadır,röyadır
anım,anım
yerləşdirin,yerləşdirin
ishleyir,işləyir
Ulviyya,Ülviyyə
ərsəyə,ərsəyə
fenlerdi,fənlərdir
yeginki,yəgin ki
Etməyin,etməyin
bitmeyib,bitməyib
normalarini,normalarını
hamballıq,hamballıq
qursam,qursam
ayirilib,ayrılıb
hevessiz,həvəssiz
dərdləşəcək,dərdləşəcək
tarixleri,tarixləri
müəssə,müəssisə
qatılmaq,qatılmaq
Cebr,cəbr
material,material
paylaşmışam,paylaşmışam
bayramdan,bayramdan
yoo,yox
Buraxlş,buraxılış
illi-2012,ili-2012
gurupun,qrupun
dinimin,dinimin
bileremm,bilərəm
primitiv,primitiv
uğrunda,uğrunda
Polis,polis
Gördümki,gördüm ki
Tarixi,tarixi
tuturdunuz,tuturdunuz
təhsillə,təhsillə
çəkənlərə,çəkənlərə
yazmisdi,yazmışdı
Qədər,qədər
isliyim,işləyim
Biridə,biri də
nefere,nəfərə
şəhadətnamənin,şəhadətnamənin
soyurem,söyürəm
axtarın,axtarın
Abituruyent,abituriyent
yetirmir,yetirmir
Fizikada,fizikada
gedisdir,gedişdir
haldırmı,haldırmı
bağlanar,bağlanar
cawdirire,caşdırır
dedjm,dedim
Eynen,eynən
mənbəyidir,mənbəyidir
ağlayıb,ağlayıb
boşana,boşana
maşln,maşın
boyda,boyda
numuneler,nümunələr
catdir,çatdır
paylasacaqsiz,paylaşacaqsınız
hecnə,heçnə
nəm,nəm
geriyədönməkçün,geriyə dönmək üçün
tapirsiz,tapırsınız
katiqoriyasina,kateqoriyasına
GÖRSƏDİR,göstərir
İçində,içində
yurdunda,yurdunda
yeyirlər,yeyirlər
yanımızda,yanımızda
atdığı,atdığı
dələduzluq,dələduzluq
hisseye,hissəyə
atibsan,atmısan
bılersınız,bilərsiniz
nömrəsinin,nömrəsinin
sone,sönə
Peşe,peşə
altında,altında
Bunlari,bunları
Otağımdakı,otağımdakı
edəcik,edəcik
fikrimdən,fikrimdən
övladlarını,övladlarını
olmir,olmur
başlamısansa,başlamısansa
2mərhələ,2 mərhələ
günay,Günay
kiray,kirayə
oxusa,oxusa
göndərirsiz,göndərirsiniz
Açıklamaları,açıqlamaları
dönməyidə,dönməyi də
üzüne,üzüne
Reyleri,rəyləri
anormaldı,anormaldır
neçiyədir,neçəyədir
valideynin,valideynin
yetmədi,yetmədi
iş,iş
oyrenirem,öyrənirəm
blok1,blok
gunku,günki
qebrini,qəbrini
muellimdir,müəllimdir
esitmese,eşitməsə
qarşı,qarşı
İçine,içinə
Birtəfəli,birtərəfli
Hamısın,hamısını
əməllərindən,əməllərindən
e-derslik,dərslik
qalmisoq,qalmışıq
sevmirsən,sevmirsən
olmadigini,olmadığını
dayanıbsa,dayanıbsa
videoya,videoya
Amin,amin
ucundu,üçündür
Huseynovanin,Hüseynovanın
Adminler,adminlər
atınde,atın da
cumleleri,cümlələri
qarşlıq,qarşılıq
qadınlarla,qadınlarla
komeye,köməyə
durmasini,durmasını
seçdim,seçdim
öyrənməklə,öyrənməklə
yasamag,yaşamağ
bilsin,bilsin
yasayacaqsan,yaşayacaqsan
axıb,axıb
hesabınız,hesabınız
satmısan,satmısan
Şəxsdə,şəxsdə
sef,şef
menem,mənəm
Menecmenti,menecmenti
aileme,ailəmə
sistemində,sistemində
adiləşdirmək,adiləşdirmək
əsəbləşirsən,əsəbləşirsən
yuklendi,yükləndi
psixioloq,psixoloq
mənəviyyatçıyam,mənəviyyatçıyam
yazmadım,yazmadım
neceseniz,necəsiniz
sagada,sağa da
meblegdi,məbləğdir
yarandiqini,yarandıqını
düşündüyümüz,düşündüyümüz
disk,disk
Ədəbiyyatdan,ədəbiyyatdan
ağlımıza,ağlımıza
sənət,sənət
qariwdiriramhsjshs,qarışdırıram
itkilər,itkilər
götürdüyüm,götürdüyüm
deyirdilər,deyirdilər
gönderdi,göndərdi
hələəsə,hələ də
şəxsisinə,şəxsinə
onuda,onu da
gizlədir,gizlədir
coxxxx,çox
deyirsen,deyirsən
qaytarmamlıyıq,qaytarmamalıyıq
boyumuwem,böyümüşəm
nesriyyatinin,nəşriyyatının
KANALI,kanalı
Kanaldaki,kanaldakı
kecirilən,keçirilən
neşriyatin,nəşriyyatın
maliyyə,maliyyə
unvanlanir,ünvanlanır
qaytardi,qaytardı
biletlere,biletlərə
Niyameddin,Niyaməddin
yağış,yağış
Ilk,ilk
Asəf,Asəf
ingilsi,ingilisi
qatıla,qatıla
elmlerine,elmlərinə
artığı,artığı
fake,fake
Sız,siz
Kursun,kursun
Azərbayca,Azərbaycan
Dostlar,dostlar
elek,ələk
vermeliyikki,verməliyik ki
işıqlarsız,işıqlarsız
Taxide,taksidə
kecmedimko,keçmədim ki
dilisin,dilisin
yaşamağımıza,yaşamağımıza
yavasca,yavaşca
Iwiqvor,işıqfor
camatin,camaatın
eli,Əli
Metodik,metodik
təhsildən,təhsildən
gəlinə,gəlinə
arxada,arxada
atasınız,atasınız
kartını,kartını
sozde,sözdə
neçənci,neçənci
ptaq,otaq
mənfi,mənfi
həyacanlı,həyacanlı
maşınl,maşını
Adigozellinin,Adıgözəllinin
mudurumnen,müdürümdən
muddet,müddət
noqte,nöqtə
Hazir,hazır
özəldən,özəldən
olması,olması
Yayimları,yayımları
başçısıdi,başçısıdır
bilən,bilən
bolüşmək,bölüşmək
əskikliyi,əskikliyi
atacağam,atacağam
xestexanada,xəstəxanada
sorusacaq,soruşacaq
avtomobilin,avtomobilin
tələblərinə,tələblərinə
oradakı,oradakı
Psixoloq,psixoloq
guvensiz,güvənsiz
Biologiya7,biologiya
sinifdə,sinifdə
sualli,suallı
öyrənilməsi,öyrənilməsi
işlədən,işlədən
müzakirələr,müzakirələr
bizimbawqa,bizim başqa
şeirlərdə,şeirlərdə
silməliyəm,silməliyəm
Quliyeva,Quliyeva
türk,türk
evlənmir,evlənmir
demişəm,demişəm
səssiz,səssiz
Dusende,düşəndə
oıub,olub
Yazmağa,yazmağa
təşkili,təşkili
qiymətləndirilir,qiymətləndirilir
sayğacdan,sayğacdan
asmağından,asmağından
evlənirki,evlənir ki
tapdıqca,tapdıqca
dolandırır,dolandırır
qüvvəyə,qüvvəyə
uzulmeyin,üzülməyin
köçür,köçür
dövr,dövr
tipli,tipli
Təfəkkür,təfəkkür
sap,sap
GƏLMİYƏN,gəlməyən
Görən,görən
dursağ,dursaq
veribler,veriblər
Rayonda,rayonda
yerləşdiriləcək,yerləşdiriləcək
masum,məsum
Eleykum,əleyküm
çıxmasa,çıxmasa
hisenin,hissənin
Aftomibillər,avtomobillər
bawqadi,başqadır
buraxlis,buraxılış
sınaqlarin,sınaqların
fergini,fərqini
yaratmağa,yaratmağa
olunmalıdır,olunmalıdır
deydi,dəydi
çoxu,çoxu
yəqnki,yəqin ki
heret,hərəkət
sinaqlardan,sınaqlardan
Opera,opera
cavablandırmaq,cavablandırmaq
Statusda,statusda
benim,mənim
toruna,toruna
Dushdukce,düşdükcə
lazimd,lazımdır
sağına,sağına
2021ci,2021-ci
paylaşırlar,paylaşırlar
taxmalıdır,taxmalıdır
medyadan,medyadan
görərsiniz,görərsiniz
yerli,yerli
esidek,eşidək
şəkilini,şəkilini
ktabı,kitabı
sair,şair
qiraga,qırağa
oyrenirdim,öyrənirdim
Uşaqıar,uşaqlar
rəisi,rəisi
bəyannamə,bəyannamə
atsinlar,atsınlar
buraya,buraya
yazmasini,yazmasını
yollarla,yollarla
Şimali,şimali
Keçənilki,keçən ilki
yaradırda,yaradırda
İşiqforda,işıqforda
qarşidaki,qarşıdakı
Atdiqim,atdığım
şərtləri,şərtləri
qumar,qumar
Dəstəy,dəstək
Prado,Prado
deyerdinizde,deyərdinizdə
yaradilib,yaradılıb
kimseye,kimsəyə
olarsa,olarsa
imtanan,imtahandan
isteyirsen,istəyirsən
nie,niyə
hissənin,hissənin
bilməyənlərə,bilməyənlərə
göstəribsiniz,göstəribsiniz
etikadan,etikadan
olurki,olur ki
1985-ci,1985-ci
həqiqətə,həqiqətə
sınağında,sınağında
qəşəng,qəşəng
İnşeAllah,inşəAllah
bağışlanıb,bağışlanıb
muellım,müəllim
Deyilmişdi,deyilmişdi
yazsaz,yazsaz
Məlumatlandırma,məlumatlandırma
hərbi,hərbi
elemirsiz,eləmirsiniz
qadindir,qadındır
qatilmisam,qatılmışam
münasibətimizin,münasibətimizin
munasibetimi,münasibətimi
2006-ci,2006-cı
yeməyimizi,yeməyimizi
kompressorun,kompressorun
yaşadır,yaşadır
icərək,içərək
əsaslari,əsasları
törederse,törədərsə
dusurem,düşürəm
qoşulmuşam,qoşulmuşam
evlənsəm,evlənsəm
saytda,saytda
Bizlə,bizlə
Elde,əldə
təcilidir,təcilidir
istedad,istedad
faydalanar,faydalanar
serniwin,sərnişin
ağzımı,ağzımı
anlasib,anlaşıb
qorxması,qorxması
kececeyik,keçəcəyik
sinonimler,sinonimlər
Royaziyyatdan,riyaziyyatdan
vrya,və ya
düzənləyib,düzənləyib
sehfler,səhvlər
yazdiq,yazdıq
diyansa,dayansa
Nişanlımla,nişanlımla
qığılcımla,qığılcımla
olursunuz,olursunuz
2021kecid,2021 keçid
sevgilinizin,sevgilinizin
qapamişam,qapamışam
Tanışım,tanışım
qachirir,qaçırır
listeningin,listeningin
sagdakini,sağdakını
2021-də,2021-də
isteyibki,istəyibki
geleceyim,gələcəyim
qadına,qadına
olardadı,olnardadır
Sevdiyniz,sevdiyiniz
düşəni,düşəni
sebri,səbri
qapalı,qapalı
2016cı,2016-cı
qatılıram,qatılıram
chixmaq,çıxmaq
işledim,işlədim
cavablarınıda,cavablarınıda
Pulsuzzz,pulsuz
Bir-bir,bir-bir
deym,deyim
kohne,köhnə
gelsinn,gəlsin
AXC,AXC
Əzim,Əzim
Diqqətli,diqqətli
İmtahanlardan,imtahanlardan
kitabım,kitabım
yanmayanda,yanmayanda
topdansatis,topdan satış
Avyomagistral,avtomagistral
cıxanda,çıxanda
mıkrobum,mikrobum
varlığı,varlığı
oxuyursuzsa,oxuyursunuzsa
işlədikcə,işlədikcə
İdarəçilik,idarəçilik
artıqda,artıq da
Qaradağdır,Qaradağdır
kecir,keçir
insanı,insanı
Yelləncək,yelləncək
dəfələrdə,dəfələrdə
1-di,1-dir
ÇOX,çox
Tarixi-,tarixi
oglandi,oğlandı
olmaaa,olma
Həyatımın,həyatımın
digerine,digərinə
mərhələsində,mərhələsində
bələdiyə,bələdiyyə
istəyillər,istəyirlər
etmiyibki,etməyib ki
prosesinin,prosesinin
veeməyin,verməyin
dəyişmisiniz,dəyişmisiniz
özüvü,özünü
danışısan,danışırsan
suaıllarınızı,suallarınızı
yoxlatmaq,yoxlatmaq
illikdən,illikdən
həyatımın,həyatımın
Yutuba,Youtube-a
gorsənmir,görsənmir
üsdündə,üstündə
azerb,azərbaycanca
Bilə,bilə
bowaldir,boşaldır
davranın,davranın
alinib,alınıb
xosbext,xoşbəxt
içindəki,içindəki
oxumaqda,oxumaqda
İnsandı,insandır
yorulmusan,yorulmusan
demeden,demədən
çoxlarınızın,çoxlarınızın
Afaq,Afaq
olsaydım,olsaydım
Sagdakiler,sağdakılar
Adlarini,adlarını
fasile,fasilə
verginide,vergini də
Aynura,Aynurə
içmeye,içməyə
Malin,malın
bilərəmm,bilərəm
qalmasinin,qalmasının
ortadakı,ortadakı
baxımından,baxımından
sozum,sözüm
tereflerini,tərəflərini
təklifə,təklifə
nəşriyyatinin,nəşriyyatının
eləməyə,eləməyə
çaşdıracaqsız,çaşdıracaqsınız
750kgdan,750 kq-dan
atrdiq,atırdıq
Tağ,tağ
maragla,maraqla
tapşırığın,tapşırığın
gözlədiyim,gözlədiyim
sonrada,sonra da
Kuba,Kuba
hesabladım,hesabladım
verməyə,verməyə
Hazırlaşmışdım,hazırlaşmışdım
tablo,tablo
dadına,dadına
94-15,94-15
muhəndisi,mühəndisi
Alndra,alındıra
yaradılması,yaradılması
2020de,2020-də
kolecdən,kollecdən
yoxdu,yoxdur
gələnləri,gələnləri
axtarırdım,axtarırdım
ishde,işdə
elesinki,eləsin ki
düşecekdir,düşəcəkdir
Yazında,yazında
Dosyalar,dosyalar
Sizdən,sizdən
tüpürmək,tüpürmək
Kondisionerin,kondisionerin
sumqayıt,Sumqayıt
qəbula,qəbula
seqment,seqment
Yio,yox
dəyişiklik,dəyişiklik
bilək,bilək
40-45,40-45
Hikmət,Hikmət
sabahsigunu,sabahsıgünü
Haqqını,haqqını
olmaqdır,olmaqdır
kağızda,kağızda
qaynaq,qaynaq
olasınız,olasınız
mece,necə
məne,mənə
belasız,bəlasız
meslehetlidir,məsləhətlidir
sizindir,sizindir
görəssiz,görəcəksiniz
olmaması,olmaması
Baglama,bağlama
reklamlari,reklamları
relsdən,relsdən
cixannan,çıxannan
tərzidi,tərzidir
zolaqdasiz,zolaqdasınız
INGILIS,ingilis
öldürəcək,öldürəcək
gülmelidir,gülməlidir
Ayarlar,ayarlar
duwurem,düşürəm
fikir,fikir
anlamırdım,anlamırdım
qırmağçün,qırmaq üçün
Kanlda,kanalda
apardiq,apardıq
diz,diz
anlayışla,anlayışla
içinnən,içindən
Universitede,universitetdə
olmağınızı,olmağınızı
Diplom,diplom
keçəmmirsən,keçə bilmirsən
ailələrinə,ailələrinə
Qoşqusu,qoşqusu
artig,artıq
sınaqlara,sınaqlara
riyaziyati,riyaziyyatı
qeydiyyat-imtahan,qeydiyyat-imtahan
qowduqu,qoşduğu
oxusaniz,oxusanız
beyem,bəyəm
isteirdik,istəyirdik
faktorlardandır,faktorlardandır
mahiyeti,mahiyyəti
kodlasdirma,kodlaşdırma
girməkdir,girməkdir
acir,açır
bağlanılmış,bağlanılmış
biləre,bilər
yanındakılarda,yanındakılarda
Bəyəndiyim,bəyəndiyim
Gelmeyimi,gəlməyimi
geliw,gəliş
istəmirsən,istəmirsən
750-kqdan,750-kq dan
Nağıyevin,Nağıyevin
Gurcustandan,Gürcüstandan
davranışdır,davranışdır
yerləşdirək,yerləşdirək
vasitəçi,vasitəçi
19cu,19-cu
bilməsi,bilməsi
Alti,altı
2005-2006,2005-2006
menüsü,menusu
açılan,açılan
resmi,rəsmi
Sildiyiniz,sildiyiniz
birinfe,birində
fırıldağı,fırıldağı
deqeye,dəqiqəyə
Fizikanı,fizikanı
desəydi,desəydi
Ev,ev
diliminde,dilimində
uzre,üzrə
melumaterici,məlumatverici
qarşılığ,qarşılığ
aydır,aydır
bilməy,bilmək
Sizden,sizdən
1-4cü,1-4 cü
gprə,görə
olandi,olandı
Minayeni,Minayəni
səyfəsi,səhifəsi
əminsinizmi,əminsinizmi
istəyivizi,istəyivizi
sınaqlarda,sınaqlarda
artlq,artıq
şəkillər,şəkillər
olinur,olunur
cəhətdən,cəhətdən
Mətinin,mətnin
görum,görüm
Düşəcək,düşəcək
TUTUN,tütün
imtahandan,imtahandan
baglatdira,bağlatdıra
etmirsən,etmirsən
özünlə,özünlə
düşse,düşsə
vermedim,vermədim
İkili,ikili
rastlaşdığım,rastlaşdığım
qurmalidi,qurmalıdır
yetərlidir,yetərlidir
edilən,edilən
tablosu,tablosu
duşub,düşüb
fennləri,fənnləri
SAHIBI,sahibi
özündə,özündə
axtariram,axtarıram
lağ-lağıya,lağ-lağaya
desteyinize,dəstəyinizə
düşə,düşə
Tekrar,təkrar
çalar,çalar
Açıqlama,açıqlama
maşini,maşını
olmaldı,olmalıdı
paylasardi,paylaşardı
MUSFİQ,Müşviq
Atacam,atacam
demədin,demədin
kecsəz,keçsəniz
yukluye,yükləyə
başim,başım
cavabinda,cavabında
neler,nələr
toya,toya
çırpınsın,çırpınsın
qeseydi,qəşəngdir
qabağdadı,qabağdadır
seninle,səninlə
motorun,motorun
gəldiye,gəldiye
Deqiqdide,dəqiqdir də
keçirilməsi,keçirilməsi
yığdın,yığdın
Şahanə,Şəhanə
qalirsan,qalırsan
gələcək,gələcək
Düşmək,düşmək
gələk,gələk
cixmalidi,çıxmalıdır
11sən,11 sən
antonimlər,antonimlər
olacaqdır,olacaqdır
terminler,terminlər
kenarda,kənarda
gozlemezdim,gözləməzdim
vacibidi,vacibdir
dequq,dəqiq
Deyer,dəyər
listeningini,listeningini
girməli,girməli
